original_id,companyId,name,name_en,trading_name,slug,abn,website,phone,email,logo,description,shortDescription,fullDescription,industry_1,industry_2,industry_3,industry,state,foundedYear,teamSize,size,languages,verified,createdAt,updatedAt
COMP_00011,COMP_00011,,Empire Global,,empire-global,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fempire global.png?alt=media,,"Empire Global is a renowned real estate development company in Canberra, specializing in luxury residential and commercial properties.","Empire Global is a private real estate development company based in Canberra, specializing in design, development, and construction. The company has extensive experience across multiple real estate sectors and is known for its innovative designs, sustainability-focused approach, and high standards in project management. Empire Global is committed to identifying market opportunities and delivering efficient solutions throughout the entire development process, from concept to final delivery.

Company History
Empire Global has been steadily expanding its presence along Australia's east coast in the real estate development sector. With expertise in design, project management, and construction, the company has successfully completed several high-profile development projects. Focusing on innovation and sustainability, Empire Global emphasizes creating modern, environmentally friendly residential and commercial spaces for communities.

Key Development Projects
Emporium (Greenway, Tuggeranong)
Emporium is Empire Global’s latest apartment development located at 305 Anketell Street, Tuggeranong. This AUD 80 million project, in its first phase, offers a variety of apartment types, including studio, one-bedroom, two-bedroom, and three-bedroom units, catering to diverse resident needs. Positioned in the heart of Tuggeranong, the development combines modern conveniences with high-quality amenities.

Aspen Village (Greenway, Tuggeranong)
Aspen Village is a mixed-use development located in Tuggeranong, combining nature with urban convenience. Situated near the Brindabella Mountains, this project offers modern luxury apartments while providing proximity to Canberra’s untouched natural landscapes, appealing to residents who seek a balance between nature and city life.

The Establishment (Gungahlin)
Located in Gungahlin, The Establishment is a premium residential project offering a range of luxury amenities, including a rooftop pool and an open-air cinema. The development also features vibrant ground-floor dining and retail spaces, designed to provide residents with a convenient and high-quality living environment all in one place.","Rental, Hiring and Real Estate Services",,,"Rental, Hiring and Real Estate Services",,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00012,COMP_00012,,Praeditos Designs & Drafting,,praeditos-designs-drafting,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fpraeditos designs drafting.png?alt=media,,Praeditos Designs & Drafting is a design company specializing in residential and small commercial projects.,"Praeditos Designs & Drafting is an architectural design firm based in Canberra, Australia, specializing in residential and small-scale commercial building design and drafting services. The company is known for its unique blend of functional aesthetics and its focus on close collaboration with clients, offering personalized design solutions from the conceptual stage to project completion. Founded by Jacob Woods, with over five years of architectural design experience, the company is dedicated to providing high-quality architectural design services to clients in Canberra and surrounding areas of New South Wales.

Development History
Praeditos Designs was established after Jacob completed his diploma in architectural design. With a passion for architectural design and attention to detail, the company grew quickly. Praeditos focuses primarily on residential projects, including new builds, extensions, and renovations, providing comprehensive design documentation to ensure smooth approvals and seamless construction.

Key Design Projects

Whitlam Project
Located in the Whitlam district of Canberra, this project includes 5 bedrooms, 2 bathrooms with an ensuite, and a double garage. The design also features a kitchen with a walk-in pantry, focusing on spacious living areas and modern family facilities, making it suitable for large families.

South Townsville Project
This residential project is located in South Townsville, Queensland, featuring 4 bedrooms, a study, a double garage, and a double carport. The highlights of the project include an entertainment deck and a small swimming pool, perfectly suited for outdoor living in a tropical climate.

Throsby Project
Located in the Throsby district, this project offers 4 bedrooms and 2 bathrooms with an ensuite, a double garage, and a balcony. The design emphasizes efficient use of space and functionality for family living, incorporating modern design elements throughout.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00013,COMP_00013,,EDC Design and Construction,,edc-design-and-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fedc design and construction.png?alt=media,,"Exhibit Design is a design company based in Canberra, Australia.","Exhibit Design is an Australian exhibition design and construction company founded in 2011, headquartered in Canberra. The company is widely recognized in Canberra and surrounding areas for its innovative design approach and comprehensive construction services. Exhibit Design specializes in residential and small multi-unit housing projects, offering complete project management services from conceptual design to construction completion. The company follows a design-led philosophy, working with local contractors to deliver high-quality, customized services to clients.

Exhibit Design provides personalized exhibition displays, retail space designs, and commercial interior solutions, covering creative design, fabrication, project management, and installation. The company emphasizes creativity and functionality in its designs, ensuring that each project is not only aesthetically pleasing but also meets clients' branding and marketing needs. With its innovative design concepts and client-focused service, Exhibit Design helps clients enhance their brand image in exhibition and retail environments.

Exhibit Design has established a showcase home named ""Onyx"" in the Ginninderry community of Canberra, located at Block C, 33 Yeomans Street, Strathnairn, ACT 2615. The house is specifically designed for Canberra’s climate, featuring high-performance cladding, insulation, double-glazed windows, and a 4KW solar system. Various design sizes are available. The showcase home is open for viewing from Friday to Monday each week, but visits must be booked in advance.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00014,COMP_00014,,Design Construct Industries,,design-construct-industries,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdesign construct industries.png?alt=media,,"DCI is an Australian construction company specializing in providing innovative residential and commercial structural design, construction planning, and project management services.","Design Construct Industries (DCI) is a locally based Australian architectural design and engineering consulting company, located in Hume, Canberra.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00015,COMP_00015,,Leighton Design and Construct,,leighton-design-and-construct,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fleighton design and construct.png?alt=media,,Leighton Design and Construct is a specialized company focused on design and construction services.,"WesTrac is a leading heavy equipment sales and service company in Australia, focusing on providing equipment solutions for the mining, construction, agriculture, and transportation industries. As an authorized dealer for the globally renowned brand Caterpillar, WesTrac is the sole provider of Caterpillar equipment in Western Australia, New South Wales, and the Australian Capital Territory (ACT). Established in 1990, the company has rapidly grown to become one of the largest Caterpillar dealers in the world, with over 3,000 employees.

Company History
WesTrac's history dates back to 1989 when Australian Capital Equity acquired the Caterpillar dealership in Western Australia and renamed it WesTrac. Since then, WesTrac has continually expanded its business, entering the Chinese market in 2000 and becoming one of the leading Caterpillar equipment suppliers globally. In 2010, WesTrac merged with Seven Group Holdings, further expanding its service network and establishing a significant presence in the mining and construction equipment markets.

Major Construction Projects
WesTrac's primary services include providing Caterpillar mining trucks, bulldozers, excavators, and wheel loaders to major mining companies such as BHP and Rio Tinto. The company also supplies Caterpillar engines for energy production and marine transportation. Additionally, WesTrac helps clients enhance equipment efficiency through its innovative technology solutions, such as its proprietary FitFleet platform, enabling better management and maintenance of equipment.

Recently, WesTrac opened a state-of-the-art service center spanning 24,000 square meters in Casula, Sydney, further solidifying its service capabilities in New South Wales.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00016,COMP_00016,,Studio56,,studio56,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fstudio56.png?alt=media,,Studio56 Building Design is an architectural design company based in Canberra.,Studio56 Building Design is an architectural design company based in Canberra with over 20 years of industry experience.,Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00017,COMP_00017,,Mastro 5 Design & Construction,,mastro-5-design-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fmastro 5 design construction.png?alt=media,,"Mastro 5 Design & Construct is a Canberra-based architectural design and construction company, specializing in residential and commercial building design, project management, and construction services.","Mastro 5 Design & Construct is renowned for its comprehensive building solutions, specializing in residential, commercial development, and renovation projects.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00018,COMP_00018,,Electrodry,,electrodry,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Felectrodry.png?alt=media,,Electrodry is a family-owned business that provides a wide range of professional home services.,Electrodry was founded in 1983 and has rapidly grown to become Australia's largest carpet and upholstery cleaning company.,Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00019,COMP_00019,,BBS Homes,,bbs-homes,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fbbs homes.png?alt=media,,"BBS Homes, founded in 2011 and based in Canberra, specializes in custom residential design and construction.","BBS Homes is a family business established in 2011, headquartered in Canberra, specializing in providing custom residential design and building services.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00020,COMP_00020,,Upmarket Homes,,upmarket-homes,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fupmarket homes.png?alt=media,,Upmarket Homes is a Canberra-based construction company specializing in the design and construction of high-end residential properties.,"Upmarket Homes has over 30 years of experience in the industry, offering new home construction, knockdown rebuilds, and design concept and feasibility assessments.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00021,COMP_00021,,Build Professional,,build-professional,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fbuild professional.png?alt=media,,Build Professional is a Canberra-based expert in design and construction.,"Build Professional was consecutively awarded the HIA ACT Small Builder of the Year in 2015 and 2016, and won the BDA Building Designer of the Year award in 2017.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00022,COMP_00022,,Freedom Built,,freedom-built,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Ffreedom built.png?alt=media,,"Freedom Built is a Canberra-based construction company specializing in knockdown rebuilds, new residential construction, and renovations and extensions.","Freedom Built is a custom home building company based in Canberra, specializing in renovations, extensions, and knockdown rebuild projects.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00023,COMP_00023,,HBL Construction Group,,hbl-construction-group,15 662 159 097,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fhbl construction group.png?alt=media,,"HBL is a construction company based in the Canberra region, with over 10 years of industry experience.","HBL Construction Group is an Australian construction company specializing in providing commercial and residential building solutions, servicing Canberra and its surrounding regions.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00024,COMP_00024,,WesTrac,,westrac,009 342 572,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fwestrac.png?alt=media,,"WesTrac is a leading equipment management solutions provider in Western Australia, New South Wales, and the Australian Capital Territory.","WesTrac is a leading heavy equipment sales and service company in Australia, focusing on providing equipment solutions for the mining, construction, agriculture, and transportation industries. As an authorized dealer for the globally renowned brand Caterpillar, WesTrac is the sole provider of Caterpillar equipment in Western Australia, New South Wales, and the Australian Capital Territory (ACT). Established in 1990, the company has rapidly grown to become one of the largest Caterpillar dealers in the world, with over 3,000 employees.

Company History
WesTrac's history dates back to 1989 when Australian Capital Equity acquired the Caterpillar dealership in Western Australia and renamed it WesTrac. Since then, WesTrac has continually expanded its business, entering the Chinese market in 2000 and becoming one of the leading Caterpillar equipment suppliers globally. In 2010, WesTrac merged with Seven Group Holdings, further expanding its service network and establishing a significant presence in the mining and construction equipment markets.

Major Construction Projects
WesTrac's primary services include providing Caterpillar mining trucks, bulldozers, excavators, and wheel loaders to major mining companies such as BHP and Rio Tinto. The company also supplies Caterpillar engines for energy production and marine transportation. Additionally, WesTrac helps clients enhance equipment efficiency through its innovative technology solutions, such as its proprietary FitFleet platform, enabling better management and maintenance of equipment.

Recently, WesTrac opened a state-of-the-art service center spanning 24,000 square meters in Casula, Sydney, further solidifying its service capabilities in New South Wales.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
